card_url,image_url,price_check_url,price_low,price_market,price_high,card_name,hp,color,type,sub_type,pokemon_name,stage,evolves,evolves_direction,is,weakness,resistance,retreat_cost,is_ex,illustrator,series_name,set_name,set_abbreviation,set_series_code,card_number,out_of,rarity,release_date,base_filename,image_downloaded,metadata_saved,skipped,error
https://pkmncards.com/card/cynthias-garchomp-ex-destined-rivals-dri-241/,https://pkmncards.com/wp-content/uploads/sv10_en_241_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F633041%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D94094%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=94094&subId3=ago,25.00,28.54,200.00,Cynthia’s Garchomp ex,330 HP,Fighting,Pokémon,,Garchomp,Stage 2,Cynthia’s Gabite,from,ex,Grass,No Resistance,0,True,5ban Graphics,Scarlet & Violet,,DRI,sv10,241,182,Hyper Rare,"↘ May 30, 2025",cynthias-garchomp-ex-destined-rivals-dri-241,True,True,False,
https://pkmncards.com/card/team-rockets-crobat-ex-destined-rivals-dri-242/,https://pkmncards.com/wp-content/uploads/sv10_en_242_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F633042%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D94097%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=94097&subId3=ago,16.48,17.78,"9,999.00",Team Rocket’s Crobat ex,310 HP,Darkness,Pokémon,,Crobat,Stage 2,Team Rocket’s Golbat,from,ex,Lightning,Fighting,1,True,5ban Graphics,Scarlet & Violet,,DRI,sv10,242,182,Hyper Rare,"↘ May 30, 2025",team-rockets-crobat-ex-destined-rivals-dri-242,True,True,False,
https://pkmncards.com/card/jamming-tower-destined-rivals-dri-243/,https://pkmncards.com/wp-content/uploads/sv10_en_243_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F633043%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D94100%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=94100&subId3=ago,13.00,14.27,50.00,Jamming Tower,,,Trainer,Stadium,,,,,,,,,False,AYUMI ODASHIMA,Scarlet & Violet,,DRI,sv10,243,182,Hyper Rare,"↘ May 30, 2025",jamming-tower-destined-rivals-dri-243,True,True,False,
https://pkmncards.com/card/levincia-destined-rivals-dri-244/,https://pkmncards.com/wp-content/uploads/sv10_en_244_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F633044%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D94103%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=94103&subId3=ago,7.50,10.90,25.00,Levincia,,,Trainer,Stadium,,,,,,,,,False,MARINA Chikazawa,Scarlet & Violet,,DRI,sv10,244,182,Hyper Rare,"↘ May 30, 2025",levincia-destined-rivals-dri-244,True,True,False,
https://pkmncards.com/card/caterpie-journey-together-jtg-001/,https://pkmncards.com/wp-content/uploads/sv9_en_001_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F623428%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D92736%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=92736&subId3=ago,0.01,0.11,2.00,Caterpie,50 HP,Grass,Pokémon,,Caterpie,Basic,Metapod,to,,Fire,No Resistance,1,False,Shimaris Yukichi,Scarlet & Violet,,JTG,sv9,001,159,Common,"↘ Mar 28, 2025",caterpie-journey-together-jtg-001,True,True,False,
https://pkmncards.com/card/metapod-journey-together-jtg-002/,https://pkmncards.com/wp-content/uploads/sv9_en_002_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F623429%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D92739%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=92739&subId3=ago,0.01,0.12,1.99,Metapod,90 HP,Grass,Pokémon,,Metapod,Stage 1,Caterpie,from,,Fire,No Resistance,3,False,OKUBO,Scarlet & Violet,,JTG,sv9,002,159,Common,"↘ Mar 28, 2025",metapod-journey-together-jtg-002,True,True,False,
https://pkmncards.com/card/butterfree-journey-together-jtg-003/,https://pkmncards.com/wp-content/uploads/sv9_en_003_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F623430%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D92742%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=92742&subId3=ago,0.01,0.08,40.00,Butterfree,120 HP,Grass,Pokémon,,Butterfree,Stage 2,Metapod,from,,Fire,No Resistance,1,False,satoma,Scarlet & Violet,,JTG,sv9,003,159,Rare,"↘ Mar 28, 2025",butterfree-journey-together-jtg-003,True,True,False,
https://pkmncards.com/card/paras-journey-together-jtg-004/,https://pkmncards.com/wp-content/uploads/sv9_en_004_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F623431%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D92745%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=92745&subId3=ago,0.01,0.04,2.01,Paras,70 HP,Grass,Pokémon,,Paras,Basic,Parasect,to,,Fire,No Resistance,1,False,Ayako Ozaki,Scarlet & Violet,,JTG,sv9,004,159,Common,"↘ Mar 28, 2025",paras-journey-together-jtg-004,True,True,False,
https://pkmncards.com/card/parasect-journey-together-jtg-005/,https://pkmncards.com/wp-content/uploads/sv9_en_005_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F623432%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D92748%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=92748&subId3=ago,0.01,0.08,1.53,Parasect,120 HP,Grass,Pokémon,,Parasect,Stage 1,Paras,from,,Fire,No Resistance,2,False,Tetsu Kayama,Scarlet & Violet,,JTG,sv9,005,159,Common,"↘ Mar 28, 2025",parasect-journey-together-jtg-005,True,True,False,
https://pkmncards.com/card/petilil-journey-together-jtg-006/,https://pkmncards.com/wp-content/uploads/sv9_en_006_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F623433%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D92751%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=92751&subId3=ago,0.01,0.13,2.00,Petilil,50 HP,Grass,Pokémon,,Petilil,Basic,Lilligant,to,,Fire,No Resistance,1,False,Shibuzoh.,Scarlet & Violet,,JTG,sv9,006,159,Common,"↘ Mar 28, 2025",petilil-journey-together-jtg-006,True,True,False,
https://pkmncards.com/card/lilligant-journey-together-jtg-007/,https://pkmncards.com/wp-content/uploads/sv9_en_007_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F623434%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D92754%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=92754&subId3=ago,0.02,0.09,2.00,Lilligant,110 HP,Grass,Pokémon,,Lilligant,Stage 1,Petilil,from,,Fire,No Resistance,2,False,Jiro Sasumo,Scarlet & Violet,,JTG,sv9,007,159,Common,"↘ Mar 28, 2025",lilligant-journey-together-jtg-007,True,True,False,
https://pkmncards.com/card/maractus-journey-together-jtg-008/,https://pkmncards.com/wp-content/uploads/sv9_en_008_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F623435%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D92757%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=92757&subId3=ago,0.01,0.04,2.28,Maractus,110 HP,Grass,Pokémon,,Maractus,Basic,,,,Fire,No Resistance,2,False,Dsuke,Scarlet & Violet,,JTG,sv9,008,159,Uncommon,"↘ Mar 28, 2025",maractus-journey-together-jtg-008,True,True,False,
https://pkmncards.com/card/karrablast-journey-together-jtg-009/,https://pkmncards.com/wp-content/uploads/sv9_en_009_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F623436%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D92760%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=92760&subId3=ago,0.01,0.06,35.00,Karrablast,60 HP,Grass,Pokémon,,Karrablast,Basic,Escavalier,to,,Fire,No Resistance,1,False,Yuka Morii,Scarlet & Violet,,JTG,sv9,009,159,Common,"↘ Mar 28, 2025",karrablast-journey-together-jtg-009,True,True,False,
https://pkmncards.com/card/foongus-journey-together-jtg-010/,https://pkmncards.com/wp-content/uploads/sv9_en_010_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F623437%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D92763%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=92763&subId3=ago,0.01,0.10,10.00,Foongus,50 HP,Grass,Pokémon,,Foongus,Basic,Amoonguss,to,,Fire,No Resistance,1,False,Saboteri,Scarlet & Violet,,JTG,sv9,010,159,Common,"↘ Mar 28, 2025",foongus-journey-together-jtg-010,True,True,False,
https://pkmncards.com/card/amoonguss-ex-journey-together-jtg-011/,https://pkmncards.com/wp-content/uploads/sv9_en_011_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F623438%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D92766%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=92766&subId3=ago,0.20,0.41,"9,999.00",Amoonguss ex,260 HP,Grass,Pokémon,,Amoonguss,Stage 1,Foongus,from,ex,Fire,No Resistance,2,True,PLANETA Mochizuki,Scarlet & Violet,,JTG,sv9,011,159,Double Rare,"↘ Mar 28, 2025",amoonguss-ex-journey-together-jtg-011,True,True,False,
https://pkmncards.com/card/shelmet-journey-together-jtg-012/,https://pkmncards.com/wp-content/uploads/sv9_en_012_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F623439%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D92769%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=92769&subId3=ago,0.01,0.02,2.28,Shelmet,70 HP,Grass,Pokémon,,Shelmet,Basic,Accelgor,to,,Fire,No Resistance,3,False,Toshinao Aoki,Scarlet & Violet,,JTG,sv9,012,159,Common,"↘ Mar 28, 2025",shelmet-journey-together-jtg-012,True,True,False,
https://pkmncards.com/card/accelgor-journey-together-jtg-013/,https://pkmncards.com/wp-content/uploads/sv9_en_013_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F623440%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D92772%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=92772&subId3=ago,0.01,0.03,50.00,Accelgor,100 HP,Grass,Pokémon,,Accelgor,Stage 1,Shelmet,from,,Fire,No Resistance,1,False,Kazumasa Yasukuni,Scarlet & Violet,,JTG,sv9,013,159,Uncommon,"↘ Mar 28, 2025",accelgor-journey-together-jtg-013,True,True,False,
https://pkmncards.com/card/durant-journey-together-jtg-014/,https://pkmncards.com/wp-content/uploads/sv9_en_014_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F623441%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D92775%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=92775&subId3=ago,0.01,0.04,2.00,Durant,90 HP,Grass,Pokémon,,Durant,Basic,,,,Fire,No Resistance,1,False,KEIICHIRO ITO,Scarlet & Violet,,JTG,sv9,014,159,Common,"↘ Mar 28, 2025",durant-journey-together-jtg-014,True,True,False,
https://pkmncards.com/card/virizion-journey-together-jtg-015/,https://pkmncards.com/wp-content/uploads/sv9_en_015_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F623442%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D92778%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=92778&subId3=ago,0.01,0.06,2.00,Virizion,120 HP,Grass,Pokémon,,Virizion,Basic,,,,Fire,No Resistance,1,False,Anesaki Dynamic,Scarlet & Violet,,JTG,sv9,015,159,Uncommon,"↘ Mar 28, 2025",virizion-journey-together-jtg-015,True,True,False,
https://pkmncards.com/card/sprigatito-journey-together-jtg-016/,https://pkmncards.com/wp-content/uploads/sv9_en_016_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F623443%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D92781%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=92781&subId3=ago,0.01,0.07,2.01,Sprigatito,60 HP,Grass,Pokémon,,Sprigatito,Basic,Floragato,to,,Fire,No Resistance,1,False,Mina Nakai,Scarlet & Violet,,JTG,sv9,016,159,Common,"↘ Mar 28, 2025",sprigatito-journey-together-jtg-016,True,True,False,
https://pkmncards.com/card/floragato-journey-together-jtg-017/,https://pkmncards.com/wp-content/uploads/sv9_en_017_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F623444%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D92784%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=92784&subId3=ago,0.01,0.11,2.47,Floragato,90 HP,Grass,Pokémon,,Floragato,Stage 1,Sprigatito,from,,Fire,No Resistance,1,False,Felicia Chen,Scarlet & Violet,,JTG,sv9,017,159,Common,"↘ Mar 28, 2025",floragato-journey-together-jtg-017,True,True,False,
https://pkmncards.com/card/meowscarada-journey-together-jtg-018/,https://pkmncards.com/wp-content/uploads/sv9_en_018_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F623445%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D92787%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=92787&subId3=ago,0.01,0.11,3.00,Meowscarada,160 HP,Grass,Pokémon,,Meowscarada,Stage 2,Floragato,from,,Fire,No Resistance,1,False,kodama,Scarlet & Violet,,JTG,sv9,018,159,Rare,"↘ Mar 28, 2025",meowscarada-journey-together-jtg-018,True,True,False,
https://pkmncards.com/card/nymble-journey-together-jtg-019/,https://pkmncards.com/wp-content/uploads/sv9_en_019_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F623446%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D92790%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=92790&subId3=ago,0.01,0.09,1.53,Nymble,50 HP,Grass,Pokémon,,Nymble,Basic,Lokix,to,,Fire,No Resistance,1,False,Ayako Ozaki,Scarlet & Violet,,JTG,sv9,019,159,Common,"↘ Mar 28, 2025",nymble-journey-together-jtg-019,True,True,False,
https://pkmncards.com/card/magmar-journey-together-jtg-020/,https://pkmncards.com/wp-content/uploads/sv9_en_020_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F623447%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D92793%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=92793&subId3=ago,0.01,0.04,2.01,Magmar,80 HP,Fire,Pokémon,,Magmar,Basic,Magmortar,to,,Water,No Resistance,2,False,Naoyo Kimura,Scarlet & Violet,,JTG,sv9,020,159,Common,"↘ Mar 28, 2025",magmar-journey-together-jtg-020,True,True,False,
https://pkmncards.com/card/magmortar-journey-together-jtg-021/,https://pkmncards.com/wp-content/uploads/sv9_en_021_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F623448%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D92796%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=92796&subId3=ago,0.01,0.09,3.00,Magmortar,130 HP,Fire,Pokémon,,Magmortar,Stage 1,Magmar,from,,Water,No Resistance,2,False,Tonji Matsuno,Scarlet & Violet,,JTG,sv9,021,159,Rare,"↘ Mar 28, 2025",magmortar-journey-together-jtg-021,True,True,False,
https://pkmncards.com/card/torchic-journey-together-jtg-022/,https://pkmncards.com/wp-content/uploads/sv9_en_022_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F623449%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D92799%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=92799&subId3=ago,0.01,0.06,1.53,Torchic,60 HP,Fire,Pokémon,,Torchic,Basic,Combusken,to,,Water,No Resistance,1,False,OKACHEKE,Scarlet & Violet,,JTG,sv9,022,159,Common,"↘ Mar 28, 2025",torchic-journey-together-jtg-022,True,True,False,
https://pkmncards.com/card/combusken-journey-together-jtg-023/,https://pkmncards.com/wp-content/uploads/sv9_en_023_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F623450%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D92802%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=92802&subId3=ago,0.01,0.10,2.99,Combusken,90 HP,Fire,Pokémon,,Combusken,Stage 1,Torchic,from,,Water,No Resistance,2,False,Fujimoto Gold,Scarlet & Violet,,JTG,sv9,023,159,Uncommon,"↘ Mar 28, 2025",combusken-journey-together-jtg-023,True,True,False,
https://pkmncards.com/card/blaziken-ex-journey-together-jtg-024/,https://pkmncards.com/wp-content/uploads/sv9_en_024_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F623451%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D92805%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=92805&subId3=ago,0.38,0.82,65.00,Blaziken ex,320 HP,Fire,Pokémon,,Blaziken,Stage 2,Combusken,from,ex,Water,No Resistance,2,True,takuyoa,Scarlet & Violet,,JTG,sv9,024,159,Double Rare,"↘ Mar 28, 2025",blaziken-ex-journey-together-jtg-024,True,True,False,
https://pkmncards.com/card/torkoal-journey-together-jtg-025/,https://pkmncards.com/wp-content/uploads/sv9_en_025_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F623452%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D92808%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=92808&subId3=ago,0.01,0.09,2.37,Torkoal,130 HP,Fire,Pokémon,,Torkoal,Basic,,,,Water,No Resistance,3,False,kodama,Scarlet & Violet,,JTG,sv9,025,159,Common,"↘ Mar 28, 2025",torkoal-journey-together-jtg-025,True,True,False,
https://pkmncards.com/card/ns-darumaka-journey-together-jtg-026/,https://pkmncards.com/wp-content/uploads/sv9_en_026_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F623453%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D92811%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=92811&subId3=ago,0.01,0.06,2.00,N’s Darumaka,80 HP,Fire,Pokémon,,Darumaka,Basic,N’s Darmanitan,to,N’s,Water,No Resistance,2,False,Gemi,Scarlet & Violet,,JTG,sv9,026,159,Common,"↘ Mar 28, 2025",ns-darumaka-journey-together-jtg-026,True,True,False,
https://pkmncards.com/card/ns-darmanitan-journey-together-jtg-027/,https://pkmncards.com/wp-content/uploads/sv9_en_027_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F623454%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D92814%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=92814&subId3=ago,0.01,0.07,2.00,N’s Darmanitan,140 HP,Fire,Pokémon,,Darmanitan,Stage 1,N’s Darumaka,from,N’s,Water,No Resistance,3,False,nagimiso,Scarlet & Violet,,JTG,sv9,027,159,Uncommon,"↘ Mar 28, 2025",ns-darmanitan-journey-together-jtg-027,True,True,False,
https://pkmncards.com/card/larvesta-journey-together-jtg-028/,https://pkmncards.com/wp-content/uploads/sv9_en_028_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F623455%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D92817%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=92817&subId3=ago,0.01,0.09,2.00,Larvesta,80 HP,Fire,Pokémon,,Larvesta,Basic,Volcarona,to,,Water,No Resistance,2,False,Kyoko Umemoto,Scarlet & Violet,,JTG,sv9,028,159,Common,"↘ Mar 28, 2025",larvesta-journey-together-jtg-028,True,True,False,
https://pkmncards.com/card/volcarona-journey-together-jtg-029/,https://pkmncards.com/wp-content/uploads/sv9_en_029_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F623456%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D92820%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=92820&subId3=ago,0.01,0.03,2.00,Volcarona,140 HP,Fire,Pokémon,,Volcarona,Stage 1,Larvesta,from,,Water,No Resistance,2,False,Mitsuhiro Arita,Scarlet & Violet,,JTG,sv9,029,159,Uncommon,"↘ Mar 28, 2025",volcarona-journey-together-jtg-029,True,True,False,
https://pkmncards.com/card/reshiram-ex-journey-together-jtg-030/,https://pkmncards.com/wp-content/uploads/sv9_en_030_std.jpg,https://partner.tcgplayer.com/c/4950772/1830156/21018?u=https%3A%2F%2Fpartner.tcgplayer.com%2Fc%2F4950772%2F1830156%2F21018%3Fu%3Dhttps%253A%252F%252Fwww.tcgplayer.com%252Fproduct%252F623457%26partnerpropertyid%3D5285443%26subId1%3Dsingle%26subId2%3D92823%26subId3%3Dlmh&partnerpropertyid=5285443&subId1=single&subId2=92823&subId3=ago,0.25,0.50,"9,999.00",Reshiram ex,220 HP,Fire,Pokémon,,Reshiram,Basic,,,ex,Water,No Resistance,2,True,PLANETA Mochizuki,Scarlet & Violet,,JTG,sv9,030,159,Double Rare,"↘ Mar 28, 2025",reshiram-ex-journey-together-jtg-030,True,True,False,
